id_cliente,plano,valor_mensal,cidade,estado,status,data_adesao
3880,Basico,39.9,Caldeira,PB,Churn,2026-01-13
3881,Essencial,59.9,Sá,PI,Ativo,2026-01-13
3882,Premium,89.9,Aragão,TO,Ativo,2026-01-13
3883,Premium,89.9,Moura de Nogueira,AP,Churn,2026-01-13
3884,Basico,39.9,da Mata,MT,Churn,2026-01-13
3885,Basico,39.9,Montenegro do Sul,MS,Ativo,2026-01-13
3886,Essencial,59.9,Souza,RS,Ativo,2026-01-13
3887,Premium,89.9,Campos de Freitas,SE,Ativo,2026-01-13
3888,Premium,89.9,Cunha,BA,Churn,2026-01-13
3889,Essencial,59.9,Pereira de Cirino,BA,Churn,2026-01-13
3890,Basico,39.9,Nogueira de Cavalcanti,PB,Ativo,2026-01-13
3891,Basico,39.9,da Cunha do Amparo,TO,Ativo,2026-01-13
3892,Premium,89.9,Nascimento das Pedras,MG,Ativo,2026-01-13
3893,Premium,89.9,Pacheco de Goiás,AM,Churn,2026-01-13
3894,Basico,39.9,Pimenta,RR,Ativo,2026-01-13
3895,Basico,39.9,da Luz,MS,Churn,2026-01-13
3896,Premium,89.9,Alves Grande,AM,Ativo,2026-01-13
3897,Essencial,59.9,Fonseca,RO,Ativo,2026-01-13
3898,Premium,89.9,Lima,TO,Ativo,2026-01-13
3899,Essencial,59.9,Martins,RO,Ativo,2026-01-13
3900,Basico,39.9,da Rocha do Galho,BA,Churn,2026-01-13
3901,Basico,39.9,Barbosa de Minas,DF,Ativo,2026-01-13
3902,Premium,89.9,Cirino da Prata,PA,Ativo,2026-01-13
3903,Premium,89.9,Aragão da Prata,RS,Ativo,2026-01-13
3904,Essencial,59.9,Nunes,CE,Ativo,2026-01-13
3905,Basico,39.9,Cavalcante,RR,Ativo,2026-01-13
3906,Premium,89.9,das Neves Alegre,RO,Ativo,2026-01-13
3907,Premium,89.9,Carvalho dos Dourados,PI,Ativo,2026-01-13
3908,Basico,39.9,Caldeira,SC,Churn,2026-01-13
3909,Basico,39.9,Jesus,MA,Ativo,2026-01-13
3910,Essencial,59.9,Almeida,TO,Ativo,2026-01-13
3911,Basico,39.9,Oliveira,SC,Churn,2026-01-13
3912,Essencial,59.9,Pereira das Pedras,AP,Churn,2026-01-13
3913,Basico,39.9,Monteiro da Serra,PI,Ativo,2026-01-13
3914,Essencial,59.9,Pimenta,MA,Ativo,2026-01-13
3915,Basico,39.9,Pimenta do Oeste,RJ,Ativo,2026-01-13
3916,Premium,89.9,Farias do Norte,TO,Ativo,2026-01-13
3917,Basico,39.9,Moura,RS,Ativo,2026-01-13
3918,Premium,89.9,Machado Paulista,RS,Ativo,2026-01-13
3919,Basico,39.9,Vargas de Minas,RO,Ativo,2026-01-13
3920,Premium,89.9,Cavalcanti,RS,Ativo,2026-01-13
3921,Basico,39.9,Barbosa de Fernandes,RN,Ativo,2026-01-13
3922,Essencial,59.9,Guerra do Oeste,ES,Ativo,2026-01-13
3923,Basico,39.9,Silva do Amparo,AL,Ativo,2026-01-13
3924,Essencial,59.9,Pimenta,MA,Ativo,2026-01-13
3925,Premium,89.9,Oliveira dos Dourados,PA,Ativo,2026-01-13
3926,Basico,39.9,Silveira,MG,Ativo,2026-01-13
3927,Premium,89.9,Caldeira,CE,Ativo,2026-01-13
3928,Premium,89.9,Carvalho,AC,Ativo,2026-01-13
3929,Essencial,59.9,Fogaça Verde,MG,Ativo,2026-01-13
3930,Basico,39.9,Barbosa,AM,Churn,2026-01-13
3931,Basico,39.9,Marques de Andrade,PB,Churn,2026-01-13
3932,Premium,89.9,Melo,BA,Ativo,2026-01-13
3933,Essencial,59.9,Vieira do Oeste,RS,Ativo,2026-01-13
3934,Premium,89.9,Câmara de Alves,RN,Ativo,2026-01-13
3935,Essencial,59.9,Araújo,AC,Ativo,2026-01-13
3936,Premium,89.9,Fernandes,PA,Ativo,2026-01-13
3937,Premium,89.9,Souza do Amparo,AP,Ativo,2026-01-13
3938,Basico,39.9,Pires,MA,Churn,2026-01-13
3939,Essencial,59.9,das Neves Paulista,SP,Ativo,2026-01-13
3940,Essencial,59.9,Ferreira,PE,Ativo,2026-01-13
3941,Essencial,59.9,da Rosa da Serra,ES,Ativo,2026-01-13
3942,Basico,39.9,Freitas,PA,Ativo,2026-01-13
3943,Basico,39.9,Jesus,PR,Ativo,2026-01-13
3944,Basico,39.9,Aparecida,PI,Ativo,2026-01-13
3945,Premium,89.9,Rodrigues,PE,Ativo,2026-01-13
3946,Basico,39.9,Araújo de da Mota,PI,Ativo,2026-01-13
3947,Essencial,59.9,Almeida,RN,Ativo,2026-01-13
3948,Basico,39.9,Mendes da Praia,RR,Ativo,2026-01-13
3949,Essencial,59.9,Azevedo de Nogueira,MG,Ativo,2026-01-13
3950,Premium,89.9,Teixeira,PE,Ativo,2026-01-13
3951,Essencial,59.9,Caldeira das Flores,PE,Ativo,2026-01-13
3952,Basico,39.9,Silva Verde,PE,Ativo,2026-01-13
3953,Basico,39.9,Pinto de Gomes,RR,Ativo,2026-01-13
3954,Premium,89.9,da Mota da Serra,AC,Ativo,2026-01-13
3955,Premium,89.9,Farias Grande,PI,Ativo,2026-01-13
3956,Basico,39.9,Novaes,MG,Ativo,2026-01-13
3957,Premium,89.9,Almeida de Goiás,MG,Ativo,2026-01-13
3958,Basico,39.9,Vieira da Praia,RS,Churn,2026-01-13
3959,Premium,89.9,Martins,RJ,Ativo,2026-01-13
3960,Essencial,59.9,Barros das Pedras,PB,Ativo,2026-01-13
3961,Essencial,59.9,da Paz da Serra,DF,Ativo,2026-01-13
3962,Premium,89.9,Ramos do Norte,DF,Ativo,2026-01-13
3963,Essencial,59.9,da Paz de Ferreira,RO,Ativo,2026-01-13
3964,Basico,39.9,Viana das Flores,DF,Ativo,2026-01-13
3965,Essencial,59.9,Jesus de Goiás,SP,Ativo,2026-01-13
3966,Basico,39.9,Correia do Oeste,AP,Ativo,2026-01-13
3967,Basico,39.9,Rocha,PI,Ativo,2026-01-13
3968,Basico,39.9,da Luz das Flores,SP,Ativo,2026-01-13
3969,Essencial,59.9,Gomes de Mendes,MS,Ativo,2026-01-13
3970,Premium,89.9,Pinto,RO,Churn,2026-01-13
3971,Essencial,59.9,Câmara Paulista,AL,Ativo,2026-01-13
3972,Premium,89.9,Jesus,MG,Churn,2026-01-13
3973,Basico,39.9,Souza,RN,Ativo,2026-01-13
3974,Premium,89.9,Moraes,TO,Ativo,2026-01-13
3975,Premium,89.9,Rezende,RR,Ativo,2026-01-13
3976,Basico,39.9,Vargas de Costela,SC,Ativo,2026-01-13
3977,Premium,89.9,Ferreira de Goiás,PR,Ativo,2026-01-13
3978,Basico,39.9,Camargo,SE,Ativo,2026-01-13
3979,Essencial,59.9,Vasconcelos,AL,Ativo,2026-01-13
3980,Premium,89.9,Sampaio,PA,Ativo,2026-01-13
3981,Basico,39.9,Ferreira de Silveira,TO,Ativo,2026-01-13
3982,Basico,39.9,Cirino Grande,MS,Churn,2026-01-13
3983,Premium,89.9,Souza,RJ,Ativo,2026-01-13
3984,Premium,89.9,Martins de Goiás,RJ,Ativo,2026-01-13
3985,Premium,89.9,Silveira,PE,Ativo,2026-01-13
3986,Basico,39.9,Aparecida,MG,Ativo,2026-01-13
3987,Basico,39.9,Montenegro do Galho,MT,Ativo,2026-01-13
3988,Premium,89.9,Pereira da Praia,SE,Ativo,2026-01-13
3989,Basico,39.9,Brito,RR,Churn,2026-01-13
3990,Premium,89.9,Macedo,PI,Ativo,2026-01-13
3991,Basico,39.9,da Costa de Goiás,MS,Ativo,2026-01-13
3992,Essencial,59.9,Duarte de Minas,SP,Churn,2026-01-13
3993,Premium,89.9,Novaes,PA,Ativo,2026-01-13
3994,Premium,89.9,Camargo das Flores,SC,Ativo,2026-01-13
3995,Basico,39.9,Teixeira,AL,Ativo,2026-01-13
3996,Basico,39.9,da Cruz Verde,AM,Ativo,2026-01-13
3997,Basico,39.9,Pereira de Minas,MG,Ativo,2026-01-13
3998,Essencial,59.9,Rezende Verde,ES,Ativo,2026-01-13
3999,Basico,39.9,Cavalcanti,RR,Ativo,2026-01-13
4000,Basico,39.9,Guerra da Mata,TO,Churn,2026-01-13
4001,Essencial,59.9,da Mata de Moreira,CE,Ativo,2026-01-13
4002,Premium,89.9,da Luz Grande,MT,Churn,2026-01-13
4003,Premium,89.9,Albuquerque,MA,Ativo,2026-01-13
4004,Essencial,59.9,Gomes,PI,Ativo,2026-01-13
4005,Premium,89.9,Lima de Ramos,MG,Ativo,2026-01-13
4006,Essencial,59.9,da Cruz de Goiás,MA,Churn,2026-01-13
4007,Premium,89.9,Garcia,DF,Ativo,2026-01-13
4008,Premium,89.9,Moraes,AP,Ativo,2026-01-13
4009,Premium,89.9,Silva,ES,Churn,2026-01-13
4010,Premium,89.9,Nunes,PB,Ativo,2026-01-13
4011,Premium,89.9,Melo Paulista,CE,Ativo,2026-01-13
4012,Basico,39.9,Barbosa Verde,CE,Ativo,2026-01-13
4013,Basico,39.9,Albuquerque de Alves,MA,Ativo,2026-01-13
4014,Basico,39.9,Aparecida de Barros,TO,Ativo,2026-01-13
4015,Basico,39.9,Melo Grande,MS,Churn,2026-01-13
4016,Basico,39.9,Cassiano,AP,Ativo,2026-01-13
4017,Essencial,59.9,Ramos de Goiás,SP,Ativo,2026-01-13
4018,Essencial,59.9,Brito,SP,Ativo,2026-01-13
4019,Basico,39.9,Ramos,MA,Ativo,2026-01-13
4020,Premium,89.9,Brito de Borges,PI,Churn,2026-01-13
4021,Basico,39.9,Costa do Amparo,MA,Ativo,2026-01-13
4022,Premium,89.9,da Cruz Grande,RO,Churn,2026-01-13
4023,Premium,89.9,Cardoso de Minas,AM,Ativo,2026-01-13
4024,Essencial,59.9,Peixoto de Rezende,TO,Churn,2026-01-13
4025,Essencial,59.9,Novaes,PE,Ativo,2026-01-13
4026,Essencial,59.9,da Mata de Pinto,AP,Ativo,2026-01-13
4027,Basico,39.9,da Cruz,RR,Churn,2026-01-13
4028,Basico,39.9,Silveira,SE,Churn,2026-01-13
4029,Essencial,59.9,Souza da Praia,BA,Ativo,2026-01-13
4030,Premium,89.9,Brito,DF,Ativo,2026-01-13
4031,Essencial,59.9,da Cruz das Flores,SP,Ativo,2026-01-13
4032,Essencial,59.9,Caldeira,SC,Ativo,2026-01-13
4033,Basico,39.9,Pastor do Norte,DF,Ativo,2026-01-13
4034,Premium,89.9,da Cruz de Farias,AP,Ativo,2026-01-13
4035,Premium,89.9,Viana,MA,Churn,2026-01-13
4036,Basico,39.9,Macedo,DF,Ativo,2026-01-13
4037,Basico,39.9,Lopes de Fonseca,TO,Ativo,2026-01-13
4038,Premium,89.9,Siqueira das Pedras,AP,Ativo,2026-01-13
4039,Essencial,59.9,Aragão de Pereira,PE,Ativo,2026-01-13
4040,Premium,89.9,Guerra de Cunha,AP,Ativo,2026-01-13
4041,Premium,89.9,Pereira das Flores,AP,Ativo,2026-01-13
4042,Premium,89.9,Cunha de Duarte,SC,Ativo,2026-01-13
4043,Premium,89.9,da Paz,PE,Ativo,2026-01-13
4044,Basico,39.9,Rezende,PA,Ativo,2026-01-13
4045,Premium,89.9,Barros,SE,Ativo,2026-01-13
4046,Essencial,59.9,Araújo de Aragão,AL,Ativo,2026-01-13
4047,Basico,39.9,Carvalho do Sul,DF,Ativo,2026-01-13
4048,Premium,89.9,Casa Grande do Amparo,PB,Ativo,2026-01-13
4049,Premium,89.9,Santos de Goiás,SP,Ativo,2026-01-13
4050,Essencial,59.9,Nascimento,AL,Ativo,2026-01-13
4051,Essencial,59.9,Silva,PI,Ativo,2026-01-13
4052,Premium,89.9,Castro,PE,Ativo,2026-01-13
4053,Essencial,59.9,Moraes do Sul,BA,Ativo,2026-01-13
4054,Premium,89.9,Ferreira,AL,Ativo,2026-01-13
4055,Basico,39.9,Duarte,RN,Ativo,2026-01-13
4056,Basico,39.9,da Paz,PB,Ativo,2026-01-13
4057,Premium,89.9,Costela de da Cruz,RN,Ativo,2026-01-13
4058,Basico,39.9,Ribeiro do Amparo,GO,Ativo,2026-01-13
4059,Premium,89.9,Pereira de Goiás,RO,Ativo,2026-01-13
4060,Essencial,59.9,Rezende do Sul,PI,Ativo,2026-01-13
4061,Basico,39.9,Sá,RN,Ativo,2026-01-13
4062,Basico,39.9,Ramos,RS,Ativo,2026-01-13
4063,Premium,89.9,Cavalcanti,MS,Ativo,2026-01-13
4064,Essencial,59.9,Gonçalves de Minas,AC,Ativo,2026-01-13
4065,Basico,39.9,Alves,MG,Ativo,2026-01-13
4066,Premium,89.9,Silveira Grande,AC,Churn,2026-01-13
4067,Premium,89.9,Machado,RR,Ativo,2026-01-13
4068,Essencial,59.9,Albuquerque das Pedras,RR,Ativo,2026-01-13
4069,Basico,39.9,Melo,SE,Ativo,2026-01-13
4070,Essencial,59.9,Pinto,GO,Ativo,2026-01-13
4071,Premium,89.9,Almeida da Praia,AL,Churn,2026-01-13
4072,Basico,39.9,Souza Verde,RR,Ativo,2026-01-13
4073,Premium,89.9,Ramos de Goiás,PI,Churn,2026-01-13
4074,Basico,39.9,Marques,AC,Churn,2026-01-13
4075,Essencial,59.9,Silva de Gomes,DF,Churn,2026-01-13
4076,Basico,39.9,Machado,PI,Churn,2026-01-13
4077,Premium,89.9,Pacheco das Flores,PI,Ativo,2026-01-13
4078,Premium,89.9,Nascimento,DF,Churn,2026-01-13
4079,Premium,89.9,Alves,BA,Ativo,2026-01-13
4080,Premium,89.9,Castro,AM,Ativo,2026-01-13
4081,Premium,89.9,Campos,PE,Ativo,2026-01-13
4082,Basico,39.9,Albuquerque,RN,Ativo,2026-01-13
4083,Basico,39.9,da Mata,SE,Ativo,2026-01-13
4084,Basico,39.9,Costa do Oeste,RJ,Ativo,2026-01-13
4085,Essencial,59.9,Moreira do Oeste,AP,Ativo,2026-01-13
4086,Premium,89.9,Nogueira,MT,Ativo,2026-01-13
4087,Basico,39.9,Costela,PB,Ativo,2026-01-13
4088,Basico,39.9,Fernandes,PE,Ativo,2026-01-13
4089,Basico,39.9,da Conceição Paulista,RR,Churn,2026-01-13
4090,Basico,39.9,Jesus de da Cunha,SP,Ativo,2026-01-13
4091,Premium,89.9,Machado Alegre,SE,Ativo,2026-01-13
4092,Premium,89.9,Vieira,RO,Ativo,2026-01-13
4093,Basico,39.9,Barbosa,PE,Ativo,2026-01-13
4094,Premium,89.9,Correia,DF,Ativo,2026-01-13
4095,Basico,39.9,Campos,RR,Ativo,2026-01-13
4096,Essencial,59.9,Oliveira do Sul,SP,Ativo,2026-01-13
4097,Essencial,59.9,Costa do Campo,PB,Ativo,2026-01-13
4098,Basico,39.9,Guerra Alegre,SE,Ativo,2026-01-13
4099,Premium,89.9,Porto,ES,Ativo,2026-01-13
4100,Essencial,59.9,Moreira de Minas,PR,Ativo,2026-01-13
4101,Basico,39.9,Cassiano de Minas,MS,Ativo,2026-01-13
4102,Essencial,59.9,das Neves de Aparecida,RR,Ativo,2026-01-13
4103,Essencial,59.9,Guerra do Galho,ES,Churn,2026-01-13
4104,Essencial,59.9,Farias da Praia,AP,Ativo,2026-01-13
4105,Premium,89.9,Duarte,RR,Churn,2026-01-13
4106,Premium,89.9,Cunha Grande,AM,Churn,2026-01-13
4107,Premium,89.9,Mendonça,MS,Ativo,2026-01-13
4108,Essencial,59.9,Cirino,BA,Ativo,2026-01-13
4109,Basico,39.9,da Cunha,PB,Churn,2026-01-13
4110,Basico,39.9,Fonseca do Norte,ES,Ativo,2026-01-13
4111,Essencial,59.9,Lopes dos Dourados,RR,Ativo,2026-01-13
4112,Basico,39.9,Cirino dos Dourados,SE,Ativo,2026-01-13
4113,Basico,39.9,Rodrigues da Prata,PE,Ativo,2026-01-13
4114,Essencial,59.9,das Neves do Campo,SE,Ativo,2026-01-13
4115,Basico,39.9,Andrade Alegre,TO,Ativo,2026-01-13
4116,Basico,39.9,Pimenta,AP,Ativo,2026-01-13
4117,Premium,89.9,Siqueira da Praia,RS,Ativo,2026-01-13
4118,Essencial,59.9,Barros,AP,Ativo,2026-01-13
4119,Basico,39.9,Novaes,PI,Ativo,2026-01-13
4120,Essencial,59.9,Costa de Araújo,MS,Ativo,2026-01-13
4121,Essencial,59.9,Pinto Grande,RJ,Ativo,2026-01-13
4122,Basico,39.9,Abreu de Macedo,SP,Churn,2026-01-13
4123,Premium,89.9,da Luz,ES,Churn,2026-01-13
4124,Premium,89.9,Pinto Paulista,RR,Ativo,2026-01-13
4125,Essencial,59.9,Freitas,AP,Ativo,2026-01-13
4126,Premium,89.9,Vasconcelos de Rodrigues,PA,Churn,2026-01-13
4127,Basico,39.9,Cavalcante,MT,Ativo,2026-01-13
4128,Essencial,59.9,Farias de Brito,MA,Ativo,2026-01-13
4129,Essencial,59.9,da Cunha,MS,Ativo,2026-01-13
4130,Essencial,59.9,Sá Alegre,AM,Ativo,2026-01-13
4131,Basico,39.9,Camargo,AC,Ativo,2026-01-13
4132,Essencial,59.9,Azevedo,GO,Churn,2026-01-13
4133,Premium,89.9,Viana,SC,Ativo,2026-01-13
4134,Basico,39.9,Vargas,GO,Ativo,2026-01-13
4135,Basico,39.9,Garcia,MG,Churn,2026-01-13
4136,Premium,89.9,Lima,RS,Ativo,2026-01-13
4137,Basico,39.9,da Cruz das Flores,RN,Ativo,2026-01-13
4138,Essencial,59.9,Pacheco da Mata,AM,Ativo,2026-01-13
4139,Essencial,59.9,Monteiro de Goiás,SE,Ativo,2026-01-13
4140,Premium,89.9,Fonseca da Praia,AM,Churn,2026-01-13
4141,Basico,39.9,Vargas de Aparecida,TO,Ativo,2026-01-13
4142,Essencial,59.9,Gomes,SE,Ativo,2026-01-13
4143,Basico,39.9,Vargas,MA,Churn,2026-01-13
4144,Premium,89.9,da Paz do Sul,RJ,Ativo,2026-01-13
4145,Basico,39.9,Campos,AC,Ativo,2026-01-13
4146,Premium,89.9,Pimenta,PB,Ativo,2026-01-13
4147,Premium,89.9,Macedo Alegre,RO,Churn,2026-01-13
4148,Essencial,59.9,Correia,PB,Ativo,2026-01-13
4149,Essencial,59.9,Correia da Mata,PE,Ativo,2026-01-13
4150,Premium,89.9,da Rocha,RS,Ativo,2026-01-13
4151,Basico,39.9,Fernandes do Sul,SE,Ativo,2026-01-13
4152,Basico,39.9,Moreira da Mata,AL,Ativo,2026-01-13
4153,Essencial,59.9,Santos de Leão,RO,Ativo,2026-01-13
4154,Basico,39.9,da Mota,SC,Ativo,2026-01-13
4155,Basico,39.9,Aparecida,AM,Ativo,2026-01-13
4156,Essencial,59.9,Vasconcelos,MG,Ativo,2026-01-13
4157,Basico,39.9,Farias de Lima,DF,Ativo,2026-01-13
4158,Basico,39.9,Cunha das Flores,AL,Ativo,2026-01-13
4159,Essencial,59.9,Silva,PR,Churn,2026-01-13
4160,Premium,89.9,Sampaio,SP,Ativo,2026-01-13
4161,Essencial,59.9,Montenegro da Serra,MA,Ativo,2026-01-13
4162,Basico,39.9,Cunha de Dias,RO,Ativo,2026-01-13
4163,Essencial,59.9,Sales,PB,Ativo,2026-01-13
4164,Premium,89.9,Ferreira,BA,Ativo,2026-01-13
4165,Essencial,59.9,Machado,AL,Ativo,2026-01-13
4166,Essencial,59.9,Ribeiro,GO,Ativo,2026-01-13
4167,Essencial,59.9,Macedo dos Dourados,PE,Ativo,2026-01-13
4168,Basico,39.9,Rios do Amparo,TO,Ativo,2026-01-13
4169,Basico,39.9,Moraes,TO,Ativo,2026-01-13
4170,Essencial,59.9,Fogaça Alegre,AL,Ativo,2026-01-13
4171,Premium,89.9,Vasconcelos,MT,Ativo,2026-01-13
4172,Essencial,59.9,Teixeira,PI,Ativo,2026-01-13
4173,Essencial,59.9,Pastor,SC,Churn,2026-01-13
4174,Basico,39.9,Sousa,BA,Ativo,2026-01-13
4175,Essencial,59.9,Porto,PI,Ativo,2026-01-13
4176,Essencial,59.9,Sales,RJ,Ativo,2026-01-13
4177,Essencial,59.9,Oliveira Grande,RO,Ativo,2026-01-13
4178,Premium,89.9,Sousa,PR,Ativo,2026-01-13
4179,Essencial,59.9,Correia,PI,Ativo,2026-01-13
4180,Basico,39.9,Melo,TO,Ativo,2026-01-13
4181,Premium,89.9,Sampaio de Mendes,RJ,Ativo,2026-01-13
4182,Essencial,59.9,da Cunha da Praia,AP,Ativo,2026-01-13
4183,Essencial,59.9,Viana,PB,Churn,2026-01-13
4184,Premium,89.9,Silva,RR,Ativo,2026-01-13
4185,Basico,39.9,das Neves,PA,Ativo,2026-01-13
4186,Premium,89.9,Albuquerque de Barros,SE,Churn,2026-01-13
4187,Basico,39.9,Dias de Garcia,SC,Ativo,2026-01-13
4188,Essencial,59.9,Monteiro,AP,Ativo,2026-01-13
4189,Basico,39.9,da Costa,DF,Churn,2026-01-13
4190,Essencial,59.9,das Neves Paulista,GO,Ativo,2026-01-13
4191,Premium,89.9,Albuquerque,SE,Ativo,2026-01-13
4192,Premium,89.9,Duarte de Cavalcante,MA,Ativo,2026-01-13
4193,Basico,39.9,Rodrigues da Praia,DF,Ativo,2026-01-13
4194,Basico,39.9,Brito,MA,Ativo,2026-01-13
4195,Premium,89.9,Guerra da Prata,GO,Ativo,2026-01-13
4196,Essencial,59.9,da Mata,PR,Churn,2026-01-13
4197,Essencial,59.9,Carvalho,TO,Ativo,2026-01-13
4198,Premium,89.9,Sousa,PB,Ativo,2026-01-13
4199,Essencial,59.9,da Mata,BA,Ativo,2026-01-13
4200,Premium,89.9,Pires,CE,Ativo,2026-01-13
4201,Essencial,59.9,Dias,SE,Ativo,2026-01-13
4202,Essencial,59.9,Sousa,BA,Ativo,2026-01-13
4203,Basico,39.9,Lopes de Sampaio,MG,Ativo,2026-01-13
4204,Premium,89.9,Farias,MT,Ativo,2026-01-13
4205,Premium,89.9,Novais de Moreira,MT,Churn,2026-01-13
4206,Premium,89.9,Campos Verde,RN,Churn,2026-01-13
4207,Essencial,59.9,Andrade,BA,Ativo,2026-01-13
4208,Basico,39.9,Sales de Abreu,PA,Ativo,2026-01-13
4209,Basico,39.9,Fonseca,AC,Ativo,2026-01-13
4210,Premium,89.9,Borges,MT,Churn,2026-01-13
4211,Premium,89.9,Lima de Silveira,MS,Ativo,2026-01-13
4212,Basico,39.9,Ramos do Amparo,AC,Ativo,2026-01-13
4213,Premium,89.9,Mendes,MS,Ativo,2026-01-13
4214,Premium,89.9,Novaes,RO,Ativo,2026-01-13
4215,Essencial,59.9,Jesus da Praia,GO,Ativo,2026-01-13
4216,Premium,89.9,Abreu,RR,Ativo,2026-01-13
4217,Basico,39.9,da Costa,MA,Ativo,2026-01-13
4218,Essencial,59.9,da Luz,SC,Ativo,2026-01-13
4219,Essencial,59.9,Sampaio do Amparo,TO,Ativo,2026-01-13
4220,Premium,89.9,Sousa,SP,Churn,2026-01-13
4221,Essencial,59.9,Campos de Câmara,RO,Ativo,2026-01-13
4222,Essencial,59.9,Azevedo,SC,Ativo,2026-01-13
4223,Premium,89.9,Mendonça,AM,Ativo,2026-01-13
4224,Basico,39.9,Borges das Pedras,MS,Ativo,2026-01-13
4225,Basico,39.9,Câmara,MG,Ativo,2026-01-13
4226,Basico,39.9,Pinto Paulista,BA,Ativo,2026-01-13
4227,Basico,39.9,Cavalcanti,CE,Ativo,2026-01-13
4228,Basico,39.9,Leão,PE,Ativo,2026-01-13
4229,Premium,89.9,da Mata,MT,Ativo,2026-01-13
4230,Essencial,59.9,Novaes da Prata,DF,Ativo,2026-01-13
4231,Basico,39.9,Vasconcelos,SC,Ativo,2026-01-13
4232,Basico,39.9,Pires da Mata,BA,Churn,2026-01-13
4233,Basico,39.9,Camargo das Pedras,MS,Ativo,2026-01-13
4234,Premium,89.9,Martins de Viana,GO,Ativo,2026-01-13
4235,Basico,39.9,Cassiano,RS,Ativo,2026-01-13
4236,Basico,39.9,Nunes,PB,Ativo,2026-01-13
4237,Essencial,59.9,Oliveira,PI,Ativo,2026-01-13
4238,Essencial,59.9,da Paz de Borges,RN,Ativo,2026-01-13
4239,Essencial,59.9,Silveira Paulista,PI,Churn,2026-01-13
4240,Premium,89.9,da Cruz do Galho,MS,Churn,2026-01-13
4241,Basico,39.9,Cavalcante,PI,Ativo,2026-01-13
4242,Premium,89.9,Camargo do Campo,AL,Ativo,2026-01-13
4243,Basico,39.9,Araújo da Serra,PR,Churn,2026-01-13
4244,Premium,89.9,Araújo,RJ,Ativo,2026-01-13
4245,Essencial,59.9,Abreu,AM,Ativo,2026-01-13
4246,Premium,89.9,Gonçalves do Norte,MT,Ativo,2026-01-13
4247,Essencial,59.9,Oliveira,AM,Ativo,2026-01-13
4248,Essencial,59.9,Abreu de da Mota,CE,Ativo,2026-01-13
4249,Basico,39.9,Santos,CE,Ativo,2026-01-13
4250,Essencial,59.9,Marques do Oeste,AL,Ativo,2026-01-13
4251,Premium,89.9,Brito Grande,PE,Ativo,2026-01-13
4252,Premium,89.9,Moreira do Galho,AM,Churn,2026-01-13
4253,Premium,89.9,Cassiano da Praia,PA,Ativo,2026-01-13
4254,Premium,89.9,Aragão,BA,Ativo,2026-01-13
4255,Basico,39.9,Teixeira,MT,Ativo,2026-01-13
4256,Basico,39.9,Albuquerque,MA,Churn,2026-01-13
4257,Premium,89.9,Rezende de Machado,AM,Ativo,2026-01-13
4258,Essencial,59.9,Garcia da Praia,PE,Churn,2026-01-13
4259,Premium,89.9,Cavalcante do Amparo,PB,Ativo,2026-01-13
4260,Basico,39.9,Sá,RJ,Ativo,2026-01-13
4261,Basico,39.9,Castro de Cirino,PE,Ativo,2026-01-13
4262,Basico,39.9,Andrade,MA,Ativo,2026-01-13
4263,Essencial,59.9,Albuquerque da Serra,DF,Ativo,2026-01-13
4264,Basico,39.9,Barbosa,SC,Ativo,2026-01-13
4265,Premium,89.9,Duarte,MG,Ativo,2026-01-13
4266,Premium,89.9,Andrade,PI,Churn,2026-01-13
4267,Premium,89.9,Nascimento,AM,Ativo,2026-01-13
4268,Premium,89.9,Alves,AM,Ativo,2026-01-13
4269,Premium,89.9,Vasconcelos do Sul,RN,Churn,2026-01-13
4270,Basico,39.9,Gonçalves do Campo,GO,Ativo,2026-01-13
4271,Premium,89.9,Jesus do Campo,RR,Ativo,2026-01-13
4272,Premium,89.9,Fonseca de Almeida,AL,Ativo,2026-01-13
4273,Essencial,59.9,da Conceição,AC,Ativo,2026-01-13
4274,Premium,89.9,Cavalcanti,TO,Ativo,2026-01-13
4275,Basico,39.9,Oliveira de Dias,GO,Ativo,2026-01-13
4276,Basico,39.9,Costa do Amparo,RJ,Churn,2026-01-13
4277,Premium,89.9,Lopes das Pedras,RJ,Ativo,2026-01-13
4278,Premium,89.9,Gonçalves,MS,Ativo,2026-01-13
4279,Basico,39.9,Carvalho de Minas,PA,Churn,2026-01-13
4280,Essencial,59.9,Cavalcante de Minas,SE,Ativo,2026-01-13
4281,Basico,39.9,Sales de Garcia,SE,Ativo,2026-01-13
4282,Basico,39.9,Lima Verde,RS,Churn,2026-01-13
4283,Basico,39.9,Silveira do Oeste,PB,Ativo,2026-01-13
4284,Premium,89.9,Garcia,ES,Ativo,2026-01-13
4285,Essencial,59.9,Lima,SP,Ativo,2026-01-13
4286,Premium,89.9,Oliveira da Serra,SP,Ativo,2026-01-13
4287,Premium,89.9,Lima,PA,Ativo,2026-01-13
4288,Premium,89.9,da Mata Alegre,MA,Ativo,2026-01-13
4289,Basico,39.9,Vieira,SC,Ativo,2026-01-13
4290,Essencial,59.9,Carvalho,DF,Ativo,2026-01-13
4291,Basico,39.9,Casa Grande do Galho,GO,Ativo,2026-01-13
4292,Essencial,59.9,Abreu,MG,Ativo,2026-01-13
4293,Basico,39.9,Santos,RN,Churn,2026-01-13
4294,Basico,39.9,Nogueira do Amparo,MG,Ativo,2026-01-13
